device_type,age_months,cpu_usage_percent,cpu_temperature_celsius,memory_usage_percent,memory_available_gb,memory_total_gb,battery_health_percent,battery_cycle_count,battery_charging_status,system_uptime_hours,days_since_last_update,cpu_score,memory_score,battery_score,system_score,overall_health_percent,remaining_months
laptop,82.4,38.8,82.1,49.1,8.2,16,55.7,1500,discharging,502.0,122.0,65.7,100,39.0,58.5,64.6,0
desktop,47.2,46.8,63.0,33.0,21.4,32,,,,5.6,31.0,95.8,100,100,99.5,96.2,31.9
desktop,72.1,66.1,82.3,48.1,4.2,8,,,,1602.6,152.0,58.9,100,100,43.2,68.4,0
laptop,8.5,23.7,57.6,59.4,6.5,16,95.6,232,charging,130.2,8.0,100,100,100,100,98.3,55.5
desktop,12.5,94.0,66.7,61.8,12.2,32,,,,33.9,47.0,66.0,97.8,100,91.5,81.6,51.0
desktop,63.6,10.5,66.4,62.9,3.0,8,,,,479.0,79.0,91.0,88.5,100,67.5,83.9,2.0
laptop,48.9,67.2,75.9,51.1,15.6,32,55.6,1500,charging,14.9,48.0,70.4,100,38.9,91.0,70.4,18
desktop,11.7,87.8,64.0,52.1,15.3,32,,,,6.9,45.0,75.4,100,100,92.5,86.6,72.7
laptop,40.5,42.1,61.6,63.4,2.9,8,65.9,1290,charging,668.8,101.0,97.8,87.1,50.3,60.8,75.9,9.5
desktop,62.7,84.5,75.2,41.4,9.4,16,,,,1014.2,97.0,62.6,100,100,49.2,70.8,27.0
desktop,18.8,12.6,54.0,40.2,9.6,16,,,,433.5,41.0,100,100,100,86.5,95.6,62.8
desktop,69.2,18.7,67.3,55.8,14.1,32,,,,4.3,90.0,89.8,100,100,70.0,87.0,0
laptop,78.3,29.7,79.4,50.1,8.0,16,59.3,1500,charging,142.7,82.0,70.8,100,41.5,74.0,68.0,0
laptop,21.7,33.3,61.1,57.6,3.4,8,78.6,810,discharging,2236.3,46.0,98.5,95.2,74.9,60.0,85.5,29.9
laptop,40.8,30.2,60.1,47.7,4.2,8,62.1,1398,charging,6.7,60.0,99.9,100,44.9,85.0,80.2,17.5
laptop,64.3,22.8,72.6,62.9,11.9,32,57.5,1500,charging,11.2,123.0,82.4,96.5,40.2,66.4,72.1,0.5
laptop,12.4,51.8,62.8,43.9,17.9,32,90.0,411,discharging,2252.8,40.0,95.4,100,93.3,63.0,92.5,44.4
laptop,15.4,91.1,65.4,51.6,7.7,16,81.3,609,charging,562.1,43.0,70.4,100,84.1,85.5,81.7,39.7
desktop,56.1,94.8,73.1,43.0,4.6,8,,,,76.1,68.0,56.3,100,100,81.0,77.8,28.2
laptop,19.7,21.0,53.3,59.6,3.2,8,85.6,600,discharging,33.6,26.0,100,93.6,84.4,100,93.4,48.7
desktop,11.3,77.6,63.2,32.4,21.6,32,,,,4.3,31.0,84.5,100,100,99.5,92.7,55.9
desktop,38.9,81.4,72.7,40.8,19.0,32,,,,654.6,54.0,69.0,100,100,80.0,80.8,51.9
desktop,31.1,10.8,60.6,48.2,4.1,8,,,,9.8,43.0,99.2,100,100,93.5,96.9,55.7
laptop,36.3,48.2,67.0,54.1,7.3,16,66.0,1253,charging,1881.3,35.0,90.2,100,50.4,77.5,80.3,19.4
desktop,76.8,81.5,81.7,44.1,8.9,16,,,,233.9,107.0,53.1,100,100,60.1,69.1,12.1
desktop,67.0,75.2,73.0,51.1,15.7,32,,,,10.4,132.0,71.7,100,100,65.4,78.8,7.3
laptop,43.3,65.7,66.3,63.7,5.8,16,60.0,1500,charging,888.1,34.0,84.9,95.6,42.0,78.0,73.1,14.7
laptop,53.6,13.3,64.7,40.1,9.6,16,59.1,1500,charging,37.0,103.0,93.4,100,41.4,68.6,75.1,5.2
laptop,22.6,42.7,59.1,43.3,4.5,8,79.0,643,discharging,165.0,43.0,100,100,81.5,93.5,91.7,41.1
laptop,30.6,13.7,60.7,52.0,7.7,16,77.1,834,charging,353.7,66.0,99.0,100,71.9,74.0,88.9,20.0
desktop,60.4,94.8,83.5,56.2,3.5,8,,,,11.0,69.0,37.8,96.0,100,80.5,67.1,20.6
laptop,59.6,42.4,75.6,49.2,8.1,16,59.3,1500,charging,1442.6,111.0,77.9,100,41.5,47.7,67.0,0
laptop,15.9,73.0,61.8,38.3,9.9,16,84.6,518,discharging,3997.7,52.0,88.3,100,87.4,57.0,86.2,42.0
laptop,27.5,89.4,64.4,48.3,8.3,16,80.0,696,discharging,11.1,60.0,73.4,100,80.9,85.0,83.5,30.6
laptop,11.7,47.4,54.7,37.0,5.0,8,90.8,418,discharging,960.9,38.0,100,100,92.9,76.0,94.2,50.9
desktop,2.8,76.5,58.7,46.9,17.0,32,,,,16.6,26.0,89.4,100,100,100,97.4,84.4
desktop,25.5,64.8,59.0,52.3,7.6,16,,,,2.9,26.0,94.1,100,100,100,96.9,49.3
desktop,34.6,59.5,61.6,38.4,9.9,16,,,,96.3,45.0,94.0,100,100,92.5,97.0,53.7
desktop,15.0,22.9,55.7,38.1,19.8,32,,,,2597.3,39.0,100,100,100,63.5,90.9,47.6
desktop,75.6,55.9,79.1,56.9,6.9,16,,,,546.5,159.0,69.0,100,100,54.5,74.9,7.8
desktop,80.2,21.6,69.8,42.1,4.6,8,,,,23.3,176.0,86.3,100,100,60.6,82.1,0
desktop,5.7,94.8,70.8,53.8,14.8,32,,,,2988.6,28.0,59.6,100,100,68.0,75.3,17.3
desktop,49.2,46.0,67.9,53.1,3.8,8,,,,689.1,60.0,88.9,98.4,100,77.0,88.6,19.4
desktop,13.8,24.1,56.8,58.0,3.4,8,,,,146.2,17.0,100,95.2,100,100,100,63.6
desktop,52.9,84.0,70.2,59.1,13.1,32,,,,35.3,126.0,70.1,100,100,66.1,75.9,30.9
desktop,69.4,59.5,80.1,46.4,8.6,16,,,,359.5,151.0,65.7,100,100,55.3,74.2,14.6
laptop,45.0,69.2,74.7,35.6,10.3,16,64.6,1322,discharging,2212.4,61.0,71.7,100,48.4,52.5,65.5,3.1
laptop,4.4,74.0,63.4,35.0,10.4,16,96.3,151,charging,132.1,8.0,85.6,100,100,100,93.3,52.7
laptop,7.4,45.3,61.7,34.7,10.4,16,95.0,241,discharging,513.5,23.0,97.6,100,100,92.0,97.9,42.4
laptop,36.2,87.1,69.0,52.8,3.8,8,58.9,1384,charging,19.4,79.0,69.0,98.4,41.2,75.5,65.9,13.5
laptop,67.3,47.8,71.3,66.7,10.7,32,55.4,1500,charging,1058.4,77.0,84.2,92.0,38.8,56.5,68.0,1.9
laptop,54.8,19.8,64.7,49.9,4.0,8,59.4,1500,discharging,46.6,79.0,93.4,100,41.6,75.5,78.0,8.2
desktop,52.9,44.7,68.3,37.5,5.0,8,,,,18.2,31.0,88.4,100,100,99.5,95.5,9.3
desktop,19.4,56.9,62.9,43.3,9.1,16,,,,3928.6,57.0,93.2,100,100,54.5,82.9,46.5
laptop,16.0,15.9,51.7,51.7,7.7,16,85.9,493,charging,1255.1,31.0,100,100,88.4,79.5,93.8,49.1
desktop,79.2,39.3,78.2,38.8,4.9,8,,,,209.0,71.0,73.0,100,100,71.5,81.1,2.6
laptop,52.5,60.1,68.2,59.9,12.8,32,54.7,1500,charging,1.0,124.0,84.5,100,38.3,66.3,69.1,6.7
laptop,4.8,60.1,57.7,36.5,20.3,32,93.6,167,discharging,504.4,32.0,96.0,100,100,91.0,97.9,51.0
desktop,61.0,83.3,77.8,53.5,3.7,8,,,,152.4,56.0,58.8,97.6,100,87.0,77.7,15.0
desktop,16.5,76.3,65.3,48.5,8.2,16,,,,12.9,35.0,82.1,100,100,97.5,93.4,69.0
desktop,41.6,84.4,69.0,49.1,8.2,16,,,,550.4,67.0,71.4,100,100,73.5,82.2,48.5
desktop,37.7,85.9,66.4,66.7,2.7,8,,,,4157.5,62.0,73.7,81.6,100,52.0,71.0,28.9
desktop,37.3,16.0,60.4,37.7,5.0,8,,,,113.2,58.0,99.4,100,100,86.0,96.7,52.2
desktop,23.1,31.4,53.9,59.3,13.0,32,,,,3668.2,54.0,100,100,100,56.0,85.9,57.6
laptop,37.3,23.6,58.9,56.8,3.5,8,62.5,1388,charging,184.1,55.0,100,96.0,45.5,79.5,81.7,28.3
laptop,11.5,84.9,67.2,36.4,10.2,16,90.0,453,charging,2.1,42.0,73.5,100,90.8,94.0,87.4,39.3
laptop,56.5,60.1,68.2,40.9,18.9,32,59.1,1500,discharging,14.0,73.0,84.5,100,41.4,78.5,72.9,0.4
laptop,9.4,60.2,60.3,55.6,14.2,32,88.6,331,discharging,2.7,29.0,95.5,100,98.1,100,96.8,45.8
desktop,54.1,75.2,73.7,53.4,3.7,8,,,,2307.4,33.0,70.7,97.6,100,66.5,79.1,11.2
desktop,70.8,24.9,73.1,53.8,14.8,32,,,,17.4,116.0,81.7,100,100,67.2,83.4,23.4
desktop,24.4,55.3,66.7,42.8,9.1,16,,,,1406.8,60.0,88.5,100,100,65.0,85.8,42.5
laptop,7.2,28.3,54.1,36.7,20.2,32,92.4,229,discharging,719.8,9.0,100,100,100,92.0,98.9,61.8
desktop,78.3,16.6,71.8,41.8,4.7,8,,,,113.7,74.0,83.5,100,100,78.0,86.5,12.5
desktop,32.4,88.5,69.0,30.6,11.1,16,,,,18.4,43.0,67.8,100,100,93.5,85.6,45.0
desktop,78.0,88.1,83.6,52.7,7.6,16,,,,94.6,68.0,43.7,100,100,81.0,72.7,0
desktop,59.0,49.6,74.1,64.2,2.9,8,,,,51.0,109.0,80.3,86.2,100,67.9,79.7,31.3
laptop,70.5,26.5,68.5,67.9,10.3,32,59.8,1500,discharging,19.4,81.0,88.1,90.5,41.9,74.5,72.6,1.2
desktop,7.6,74.0,64.1,40.6,9.5,16,,,,2843.4,42.0,84.7,100,100,62.0,82.8,36.5
desktop,14.5,42.3,54.3,36.3,10.2,16,,,,82.6,41.0,100,100,100,94.5,96.5,61.5
laptop,83.1,87.4,89.6,53.6,3.7,8,54.7,1500,discharging,18.8,176.0,33.1,97.6,38.3,60.6,53.5,0
desktop,63.4,49.0,69.1,53.9,7.4,16,,,,103.8,80.0,87.3,100,100,75.0,87.5,23.1
desktop,42.0,33.8,62.5,49.5,16.2,32,,,,3.9,41.0,96.5,100,100,94.5,96.5,47.4
laptop,39.5,19.0,59.0,62.9,11.9,32,61.7,1256,discharging,133.3,104.0,100,96.5,44.4,68.5,78.1,10.9
laptop,57.7,60.7,70.4,67.1,10.5,32,57.1,1500,charging,2525.3,79.0,81.2,91.5,40.0,43.5,63.7,0
laptop,59.4,43.2,75.8,60.1,12.8,32,55.0,1500,discharging,376.4,74.0,77.5,99.9,38.5,70.0,69.4,2.1
laptop,82.0,46.4,79.4,48.1,8.3,16,59.2,1500,discharging,86.7,109.0,70.8,100,41.4,67.9,66.2,0
laptop,68.9,38.9,69.5,53.0,15.0,32,60.1,1500,discharging,17.1,103.0,86.7,100,42.1,68.6,74.3,0
desktop,21.8,54.9,65.0,43.1,9.1,16,,,,379.9,44.0,91.0,100,100,85.0,90.2,39.0
desktop,33.0,76.2,70.2,54.3,14.6,32,,,,352.1,59.0,75.2,100,100,77.5,84.8,27.2
laptop,6.4,32.1,57.0,42.9,9.1,16,93.3,201,discharging,23.1,30.0,100,100,100,100,100,45.1
laptop,82.3,50.4,74.1,61.3,12.4,32,55.3,1500,discharging,23.4,89.0,80.1,98.4,38.7,70.5,69.5,0
laptop,23.8,14.7,60.0,38.0,19.8,32,81.1,714,discharging,458.0,39.0,100,100,80.3,87.5,90.8,42.3
desktop,53.6,15.5,67.5,46.9,8.5,16,,,,2340.7,66.0,89.5,100,100,50.0,80.3,28.4
laptop,24.1,11.9,56.0,36.6,20.3,32,75.9,875,discharging,11.4,42.0,100,100,68.8,94.0,89.0,32.9
laptop,72.7,58.6,73.2,61.9,12.2,32,59.2,1500,charging,591.0,80.0,78.1,97.7,41.4,67.0,68.6,0
laptop,59.8,81.8,72.3,37.7,19.9,32,60.0,1500,discharging,2494.7,62.0,69.2,100,42.0,52.0,64.1,0
desktop,75.6,71.9,76.1,66.1,5.4,16,,,,20.5,137.0,68.2,92.7,100,64.9,74.7,9.7
desktop,30.3,71.9,70.7,35.2,10.4,16,,,,118.6,86.0,76.3,100,100,72.0,82.9,60.2
laptop,68.7,42.4,73.2,56.1,7.0,16,55.2,1500,discharging,2468.4,82.0,81.5,100,38.6,42.0,68.1,0
desktop,47.4,66.1,68.0,31.7,21.9,32,,,,12.7,87.0,82.4,100,100,71.5,84.5,41.5
laptop,26.7,69.5,66.4,40.8,4.7,8,76.8,901,charging,157.9,29.0,83.2,100,69.1,100,85.5,40.9
laptop,79.8,28.2,71.1,45.2,8.8,16,58.3,1500,charging,2741.9,99.0,84.5,100,40.8,37.0,68.4,0
laptop,59.5,53.8,70.8,41.3,9.4,16,58.0,1500,charging,9.3,68.0,83.4,100,40.6,81.0,71.9,9.0
desktop,73.3,31.6,69.8,54.6,14.5,32,,,,203.7,139.0,86.3,100,100,56.7,80.1,5.5
desktop,34.1,72.1,67.7,38.5,19.7,32,,,,17.3,57.0,80.4,100,100,86.5,87.4,39.6
desktop,59.1,19.3,69.6,68.0,10.2,32,,,,1715.5,50.0,86.6,90.4,100,70.0,81.3,28.5
laptop,8.9,24.2,51.4,46.7,8.5,16,92.4,251,charging,111.6,28.0,100,100,100,100,99.4,62.9
desktop,27.7,78.7,63.6,46.2,8.6,16,,,,856.9,33.0,83.5,100,100,78.5,87.0,42.8
laptop,73.9,78.0,81.7,62.7,3.0,8,54.7,1500,charging,1360.8,120.0,55.3,88.8,38.3,46.7,54.9,0
desktop,7.7,42.5,56.6,33.7,5.3,8,,,,95.4,32.0,100,100,100,99.0,100,56.8
laptop,83.6,62.7,85.4,57.1,13.7,32,57.1,1500,discharging,4052.2,151.0,54.5,100,40.0,31.3,55.1,0
laptop,48.3,34.1,65.4,62.3,6.0,16,62.9,1253,discharging,2556.8,96.0,92.4,97.2,46.1,37.3,72.7,15.6
laptop,48.7,20.2,66.5,53.4,3.7,8,54.5,1500,discharging,20.6,77.0,90.9,97.6,38.1,76.5,75.7,9.1
laptop,61.1,38.9,66.7,42.6,4.6,8,57.0,1500,charging,56.7,71.0,90.6,100,39.9,79.5,75.3,9.1
desktop,55.8,73.4,74.9,62.7,11.9,32,,,,10.8,41.0,69.8,96.8,100,94.5,83.5,39.8
laptop,0.6,65.7,65.8,52.0,15.4,32,100,17,discharging,231.7,26.0,85.6,100,100,92.0,95.5,13.7
desktop,66.6,17.9,72.3,52.1,3.8,8,,,,618.8,66.0,82.8,98.4,100,74.0,86.4,1.6
laptop,81.0,65.1,78.7,64.8,11.2,32,57.1,1500,charging,1469.3,184.0,66.1,94.2,40.0,39.7,58.8,0
laptop,42.6,71.3,68.8,58.0,13.4,32,68.2,1213,charging,19.6,52.0,79.2,100,53.5,89.0,78.3,21.0
desktop,78.8,46.7,80.7,62.4,3.0,8,,,,8.9,127.0,68.4,89.1,100,66.0,74.1,0
desktop,42.9,42.7,69.6,46.4,4.3,8,,,,156.0,33.0,86.6,100,100,98.5,95.4,22.4
laptop,23.4,75.8,60.9,34.4,10.5,16,84.0,652,charging,17.3,69.0,88.4,100,82.5,80.5,88.9,27.1
laptop,8.6,69.1,65.9,35.0,20.8,32,90.1,292,charging,862.0,18.0,84.1,100,100,80.0,90.9,41.8
laptop,2.0,30.4,60.1,43.5,18.1,32,97.4,77,discharging,223.4,10.0,99.9,100,100,92.0,98.6,54.6
desktop,25.3,31.2,63.4,32.6,10.8,16,,,,43.7,44.0,95.2,100,100,93.0,95.5,50.3
laptop,9.2,15.4,55.5,36.2,5.1,8,95.2,256,discharging,632.2,8.0,100,100,100,92.0,99.7,41.3
desktop,36.4,25.6,60.0,34.2,21.1,32,,,,21.7,58.0,100,100,100,86.0,95.7,33.5
laptop,24.7,54.0,58.7,54.0,14.7,32,78.2,686,discharging,274.2,22.0,98.4,100,78.8,92.0,92.2,26.3
desktop,36.4,14.9,57.5,64.2,2.9,8,,,,18.0,85.0,100,86.2,100,72.5,88.5,43.1
desktop,3.5,50.0,55.3,51.5,7.8,16,,,,524.8,34.0,100,100,100,90.0,98.9,66.7
laptop,5.2,37.0,59.4,54.5,3.6,8,92.6,182,discharging,489.9,9.0,100,96.8,100,92.0,96.8,58.0
desktop,73.4,84.7,78.5,62.3,12.1,32,,,,3073.5,130.0,56.2,97.2,100,33.6,60.5,19.0
laptop,71.3,26.9,71.8,42.8,18.3,32,58.7,1500,charging,1756.4,125.0,83.5,100,41.1,46.2,67.0,0
desktop,61.0,44.4,70.5,46.4,8.6,16,,,,661.1,87.0,85.3,100,100,63.5,85.1,20.2
laptop,18.5,32.8,56.6,41.2,9.4,16,86.3,558,discharging,125.4,55.0,100,100,85.9,87.5,92.4,50.3
laptop,18.7,14.6,54.7,39.6,4.8,8,84.1,491,discharging,21.5,59.0,100,100,88.5,85.5,95.0,40.1
laptop,29.9,17.8,61.2,41.0,9.4,16,68.3,1035,charging,165.6,34.0,98.3,100,53.6,98.0,86.4,33.7
laptop,0.1,14.7,53.7,48.0,16.6,32,97.3,4,charging,309.2,9.0,100,100,100,92.0,97.8,6.3
laptop,4.8,89.3,64.5,47.6,8.4,16,94.2,142,charging,1280.4,30.0,73.3,100,100,80.0,86.6,31.2
laptop,32.3,75.8,68.4,48.4,8.3,16,65.3,1257,charging,9.3,57.0,77.9,100,49.4,86.5,73.3,37.3
laptop,30.9,61.1,64.1,54.2,14.7,32,68.8,1176,charging,2901.7,36.0,89.8,100,54.3,65.0,76.0,31.5
desktop,35.1,48.4,68.3,39.0,4.9,8,,,,2.6,41.0,88.4,100,100,94.5,93.9,26.5
desktop,78.7,54.1,74.9,54.0,3.7,8,,,,495.2,54.0,77.5,97.6,100,80.0,84.3,0
desktop,42.4,66.2,69.1,34.3,10.5,16,,,,3997.5,77.0,80.8,100,100,44.5,75.5,18.0
laptop,73.5,85.6,84.7,53.4,7.5,16,55.0,1500,charging,82.9,141.0,43.9,100,38.5,64.4,56.9,0
desktop,57.5,73.0,78.1,46.3,4.3,8,,,,2614.6,74.0,64.0,100,100,46.0,69.9,37.6
desktop,78.6,88.6,80.7,49.7,4.0,8,,,,541.2,88.0,48.6,100,100,63.0,67.4,12.2
desktop,37.0,63.9,65.7,46.9,17.0,32,,,,78.6,42.0,86.5,100,100,94.0,93.1,42.0
laptop,49.2,26.4,60.5,44.5,17.7,32,59.3,1500,discharging,692.9,45.0,99.3,100,41.5,84.5,79.2,15.8
laptop,52.6,74.9,78.1,37.6,10.0,16,58.7,1500,charging,13.5,84.0,63.3,100,41.1,73.0,64.2,13.0
desktop,4.3,24.8,60.4,29.1,11.3,16,,,,43.2,31.0,99.4,100,100,99.5,99.0,88.8
laptop,52.9,27.7,63.6,42.3,18.5,32,59.3,1500,discharging,291.6,47.0,95.0,100,41.5,83.5,78.2,10.0
laptop,20.3,21.7,56.4,40.4,19.1,32,78.1,729,discharging,16.8,48.0,100,100,77.1,91.0,93.7,29.3
laptop,56.7,43.1,71.3,49.5,16.2,32,57.7,1500,discharging,105.4,59.0,84.2,100,40.4,85.5,72.5,0
desktop,62.2,55.8,72.4,57.0,6.9,16,,,,2694.6,70.0,80.3,100,100,48.0,76.4,19.5
laptop,39.6,37.7,67.8,61.2,12.4,32,71.9,1066,charging,3302.7,52.0,89.1,98.6,58.7,57.0,75.4,31.3
laptop,43.8,74.7,69.6,45.5,4.4,8,61.1,1445,charging,10.2,30.0,76.7,100,43.5,100,73.8,7.5
desktop,53.9,83.8,77.7,51.5,15.5,32,,,,705.4,72.0,58.5,100,100,71.0,74.0,11.4
laptop,53.3,26.8,67.8,59.1,3.3,8,58.0,1500,charging,107.7,83.0,89.1,94.4,40.6,73.5,72.9,13.8
laptop,79.0,27.5,74.4,52.4,3.8,8,58.9,1500,charging,598.2,69.0,79.8,98.4,41.2,72.5,72.5,0
desktop,51.2,55.5,71.9,37.0,20.2,32,,,,16.7,118.0,81.1,100,100,66.9,80.7,34.4
laptop,57.0,67.3,72.8,34.0,21.1,32,59.3,1500,charging,283.8,74.0,75.2,100,41.5,70.0,67.3,0
laptop,38.6,45.1,64.6,46.2,8.6,16,61.5,1441,charging,43.0,49.0,93.6,100,44.1,90.5,78.1,12.9
laptop,56.2,17.2,65.8,55.4,7.1,16,54.8,1500,discharging,92.4,75.0,91.9,100,38.4,77.5,75.0,0
desktop,12.7,68.6,66.1,36.0,10.2,16,,,,33.2,29.0,84.0,100,100,100,93.1,51.7
desktop,73.5,93.4,85.1,64.3,5.7,16,,,,24.9,85.0,36.1,94.8,100,72.5,62.9,0
desktop,21.3,20.6,52.0,40.4,19.1,32,,,,136.7,16.0,100,100,100,100,100,62.8
laptop,67.5,25.6,67.9,64.1,11.5,32,56.8,1500,charging,280.4,58.0,88.9,95.1,39.8,78.0,74.5,0
laptop,10.2,78.9,62.0,58.4,13.3,32,91.4,274,discharging,62.0,26.0,85.6,100,100,100,93.0,55.8
desktop,10.3,11.1,49.7,57.5,3.4,8,,,,8.1,46.0,100,95.2,100,92.0,94.6,85.6
laptop,55.5,42.7,65.2,51.5,15.5,32,54.4,1500,charging,2417.8,128.0,92.7,100,38.1,33.9,69.3,3.0
laptop,16.3,58.6,57.7,57.8,6.7,16,82.7,645,discharging,76.8,35.0,96.6,100,82.8,97.5,93.4,42.3
desktop,7.0,47.6,57.3,40.2,9.6,16,,,,1629.8,16.0,100,100,100,80.0,95.1,74.1
laptop,9.0,55.4,61.7,59.5,6.5,16,92.5,280,charging,79.9,13.0,95.5,100,100,100,97.0,42.8
desktop,43.0,31.4,60.3,38.2,9.9,16,,,,101.7,66.0,99.6,100,100,82.0,95.7,52.1
laptop,62.3,69.0,72.5,40.8,9.5,16,59.8,1500,discharging,3886.9,44.0,74.9,100,41.9,61.0,66.3,0
desktop,65.3,81.3,74.4,59.9,12.8,32,,,,188.6,124.0,66.7,100,100,58.3,73.1,15.3
desktop,52.7,69.5,70.6,66.9,10.6,32,,,,3267.1,80.0,77.4,91.7,100,43.0,71.7,9.5
desktop,60.1,72.0,79.7,41.6,18.7,32,,,,862.4,124.0,61.4,100,100,46.3,67.9,17.0
laptop,2.9,82.9,59.9,50.3,8.0,16,97.4,97,charging,1704.2,14.0,85.4,100,100,80.0,93.7,43.3
laptop,2.7,55.9,60.3,47.8,8.4,16,95.8,98,discharging,21.5,15.0,97.2,100,100,100,100,47.9
desktop,60.9,78.4,73.6,43.6,9.0,16,,,,3044.1,67.0,69.6,100,100,49.5,71.2,33.6
desktop,38.2,11.0,60.4,46.6,8.5,16,,,,953.2,57.0,99.4,100,100,66.5,91.3,34.7
desktop,56.8,67.3,72.4,59.1,13.1,32,,,,2187.9,59.0,75.7,100,100,53.5,75.0,33.9
laptop,3.0,40.4,61.5,44.2,17.9,32,98.8,78,charging,3593.5,13.0,97.9,100,100,68.0,94.8,56.1
laptop,74.5,48.2,71.3,65.6,11.0,32,56.3,1500,charging,260.3,82.0,84.2,93.3,39.4,66.0,71.4,0
laptop,45.8,11.1,64.4,32.7,5.4,8,54.6,1500,charging,2599.8,57.0,93.8,100,38.2,54.5,71.3,18
desktop,64.6,26.2,71.2,53.1,7.5,16,,,,198.6,88.0,84.3,100,100,63.0,83.6,26.7
desktop,65.8,31.4,72.2,56.7,3.5,8,,,,1509.0,59.0,82.9,96.0,100,65.5,80.0,27.2
laptop,51.7,91.9,72.8,39.6,4.8,8,59.3,1500,charging,59.0,66.0,59.4,100,41.5,82.0,65.6,1.2
laptop,27.4,54.6,61.3,38.9,19.6,32,73.5,1018,discharging,7.5,30.0,96.3,100,60.9,100,88.8,28.6
desktop,28.7,51.5,62.0,62.0,3.0,8,,,,1436.1,26.0,96.6,89.6,100,80.0,88.7,32.6
desktop,5.0,81.0,64.4,29.6,22.5,32,,,,14.9,28.0,80.9,100,100,100,91.5,53.9
laptop,53.4,48.7,72.6,61.9,12.2,32,58.8,1500,charging,6.6,106.0,82.4,97.7,41.2,68.3,70.7,0
desktop,49.7,59.8,66.5,52.5,7.6,16,,,,419.3,102.0,87.0,100,100,60.7,81.9,11.0
laptop,61.5,51.5,68.5,61.3,3.1,8,59.6,1500,discharging,2593.2,85.0,87.5,91.2,41.7,40.5,66.5,0
laptop,9.8,80.1,64.1,53.6,7.4,16,92.1,255,charging,772.2,30.0,82.2,100,100,80.0,91.8,45.9
desktop,13.4,31.5,61.0,41.6,18.7,32,,,,361.4,45.0,98.6,100,100,84.5,95.1,64.9
laptop,52.6,92.6,74.8,56.5,13.9,32,57.4,1489,discharging,153.2,109.0,55.9,100,40.2,67.9,60.7,11.9
laptop,64.6,50.0,74.7,43.6,4.5,8,55.5,1500,charging,4191.1,81.0,79.4,100,38.8,42.5,65.0,0
desktop,71.0,72.2,79.9,47.3,4.2,8,,,,11.1,55.0,61.0,100,100,87.5,81.5,0
laptop,26.7,84.1,66.7,60.3,6.3,16,75.1,958,charging,1121.9,48.0,74.9,99.6,64.7,71.0,76.4,26.0
laptop,28.5,18.8,57.9,32.3,5.4,8,78.9,839,charging,69.2,65.0,100,100,74.3,82.5,89.1,23.8
laptop,78.5,84.3,86.6,59.6,12.9,32,56.5,1500,discharging,331.8,95.0,41.5,100,39.5,61.5,55.9,0
desktop,18.5,84.9,61.6,54.4,7.3,16,,,,1.3,35.0,81.3,100,100,97.5,91.2,42.9
desktop,64.1,30.1,67.1,37.6,5.0,8,,,,3566.6,70.0,90.1,100,100,48.0,78.6,0.8
laptop,53.9,23.6,70.2,57.5,6.8,16,60.5,1474,discharging,194.8,62.0,85.7,100,42.7,76.0,72.8,2.2
laptop,11.8,14.5,49.4,59.9,6.4,16,90.4,416,discharging,33.3,26.0,100,100,93.0,100,98.3,42.8
desktop,25.7,18.4,53.3,59.0,3.3,8,,,,14.0,39.0,100,94.4,100,95.5,97.0,57.0
desktop,9.6,69.7,67.1,60.3,6.4,16,,,,25.9,29.0,82.2,99.6,100,100,93.1,68.2
laptop,21.1,28.1,57.8,30.3,22.3,32,82.1,653,charging,1987.9,28.0,100,100,82.5,80.0,90.9,47.3
laptop,18.5,16.5,53.8,59.4,13.0,32,81.9,605,charging,2262.2,50.0,100,100,84.2,58.0,89.4,39.5
laptop,9.7,12.2,50.9,60.1,3.2,8,90.4,379,discharging,16.4,23.0,100,93.5,95.3,100,97.8,45.4
desktop,75.2,57.5,78.4,61.0,6.2,16,,,,1305.2,130.0,69.7,98.8,100,45.6,69.3,15.8
laptop,43.7,35.4,61.3,37.0,10.1,16,58.3,1367,discharging,146.7,40.0,98.2,100,40.8,95.0,79.3,18
laptop,66.3,35.2,68.8,62.9,11.9,32,55.0,1500,discharging,142.5,82.0,87.7,96.5,38.5,74.0,71.8,0
laptop,59.1,77.1,77.0,67.7,5.2,16,55.6,1500,charging,185.2,118.0,64.4,90.8,38.9,58.9,60.2,0
laptop,83.7,50.1,82.6,46.5,8.6,16,58.3,1500,charging,152.7,189.0,64.8,100,40.8,59.2,62.3,0
desktop,75.0,10.7,68.0,63.9,11.6,32,,,,3583.5,170.0,88.8,95.3,100,29.3,73.8,0
desktop,11.7,46.0,61.5,54.1,3.7,8,,,,21.2,37.0,97.9,97.6,100,96.5,97.7,72.0
desktop,39.8,64.6,66.6,40.2,4.8,8,,,,2413.9,91.0,84.9,100,100,37.9,73.9,36.1
desktop,59.9,84.2,78.8,61.9,3.0,8,,,,19.7,100.0,56.1,89.7,100,68.9,69.6,3.4
desktop,80.2,25.9,71.7,62.3,3.0,8,,,,2889.5,162.0,83.6,89.2,100,30.1,69.4,0.4
laptop,76.4,35.4,73.1,61.8,3.1,8,57.1,1500,charging,6.8,45.0,81.7,90.6,40.0,92.5,73.5,0
desktop,64.9,57.7,72.6,42.4,4.6,8,,,,94.7,76.0,79.3,100,100,77.0,85.0,3.4
